Model,scenario,region,landType,riverBasin,Variable,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,series,run,model_run_date,script_run_date,comments
GCAM,REF,USA,biomassTree,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,Canada,SugarCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.000388745,0.000342374,0.000337519,0.000333092,0.000329057,0.000325378,0.000204073,0.000177783,0.000153814,0.00013196,0.000112036,0.000112891,0.000100075,8.84E-05,7.77E-05,6.80E-05,6.16E-05,5.40E-05,4.71E-05,4.08E-05,3.50E-05,3.55E-05,3.18E-05,2.85E-05,2.54E-05,2.26E-05,1.54E-05,1.21E-05,9.20E-06,6.50E-06,4.05E-06,-1.92E-07,-2.63E-06,-4.85E-06,-6.87E-06,-8.72E-06,-8.50E-06,-9.66E-06,-1.07E-05,-1.17E-05,-1.26E-05,-1.75E-05,-1.91E-05,-2.05E-05,-2.18E-05,-2.30E-05,-2.05E-05,-2.08E-05,-2.10E-05,-2.13E-05,-2.15E-05,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,USA,FiberCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.000422302,0.000377029,0.00035042,0.000327254,0.000307088,0.000289532,0.00024139,0.000203378,0.000170287,0.000141479,0.000116401,9.26E-05,7.21E-05,5.42E-05,3.87E-05,2.51E-05,1.41E-05,4.48E-06,-3.93E-06,-1.12E-05,-1.76E-05,-2.11E-05,-2.43E-05,-2.72E-05,-2.96E-05,-3.18E-05,-3.07E-05,-3.02E-05,-2.97E-05,-2.93E-05,-2.89E-05,-2.73E-05,-2.61E-05,-2.51E-05,-2.42E-05,-2.34E-05,-2.16E-05,-2.02E-05,-1.90E-05,-1.79E-05,-1.69E-05,-2.37E-05,-2.87E-05,-3.30E-05,-3.68E-05,-4.01E-05,-4.34E-05,-4.61E-05,-4.86E-05,-5.07E-05,-5.25E-05,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,Canada,FodderHerb,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.001701371,0.003673185,0.004395004,0.005053108,0.00565311,0.006200149,0.003124877,0.002176261,0.001311385,0.000522855,-0.000196062,-0.001013466,-0.001674641,-0.002277452,-0.002827047,-0.003328126,-0.003898695,-0.004359824,-0.004780285,-0.005163591,-0.005513058,-0.006689899,-0.007317317,-0.007889368,-0.008410932,-0.008886447,-0.009137233,-0.009460734,-0.009755674,-0.010024569,-0.01026971,-0.010642053,-0.010904259,-0.011143316,-0.011361267,-0.011560007,-0.011387509,-0.011413853,-0.011437836,-0.011459724,-0.011479668,-0.010883425,-0.010658831,-0.010454079,-0.010267414,-0.010097192,-0.009831575,-0.009646719,-0.009478179,-0.009324524,-0.009184434,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,Canada,Forest,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.002800431,0.001363032,3.34E-05,-0.001196301,-0.002333558,-0.003385199,-0.002067186,-0.001789044,-0.001529469,-0.001287359,-0.001061654,-0.000742944,-0.000543906,-0.000358661,-0.000186308,-2.60E-05,3.42E-05,0.000163738,0.000284253,0.000396374,0.000500661,0.000589985,0.000676907,0.000757768,0.000832979,0.000902924,0.000918467,0.000974039,0.001025798,0.001073989,0.001118861,0.001058031,0.001089832,0.001119576,0.001147388,0.001173388,0.001062365,0.001076882,0.001090639,0.00110367,0.001115998,0.001047116,0.001053287,0.001059278,0.001065086,0.001070703,0.000909678,0.000905883,0.000902682,0.000900013,0.000897809,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,Canada,FiberCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.003576372,0.003006784,0.002863043,0.002731988,0.002612503,0.002503562,0.001969398,0.00163211,0.0013246,0.001044236,0.000788624,0.00066403,0.000513089,0.000375475,0.000250008,0.000135616,4.34E-05,-4.48E-05,-0.000125259,-0.000198598,-0.000265463,-0.000340364,-0.000403853,-0.000461738,-0.000514515,-0.00056263,-0.000568349,-0.0005867,-0.000603431,-0.000618683,-0.000632593,-0.000638011,-0.000645449,-0.000652234,-0.000658415,-0.000664055,-0.000658151,-0.00065657,-0.000655127,-0.000653815,-0.000652616,-0.000683928,-0.000701319,-0.000717176,-0.000731632,-0.000744811,-0.00075593,-0.000766374,-0.000775898,-0.000784583,-0.000792499,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,USA,RootTuber,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.027460913,0.021999091,0.019290238,0.016932051,0.014879128,0.013091943,0.007821106,0.004565223,0.001730814,-0.000736688,-0.002884771,-0.004704007,-0.006305981,-0.007700609,-0.008914694,-0.009971581,-0.010590737,-0.011238202,-0.011801838,-0.012292544,-0.0127197,-0.01313473,-0.013480053,-0.013780642,-0.014042343,-0.014270161,-0.013935134,-0.013834839,-0.013747488,-0.013671493,-0.013605291,-0.013141513,-0.012883501,-0.012658862,-0.012463323,-0.012293057,-0.011935961,-0.011700597,-0.011495682,-0.011317333,-0.01116205,-0.010683044,-0.010388898,-0.010132817,-0.009909922,-0.009715854,-0.009425276,-0.009216075,-0.009033971,-0.008875394,-0.008737375,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,Canada,ProtectedShrubland,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.03011349,0.020825713,0.015328133,0.010304067,0.005712777,0.001516871,0.001325243,0.001155139,0.001004252,0.000870518,0.000752081,0.000647295,0.000554682,0.000472916,0.000400818,0.000337328,0.000281504,0.000232501,0.000189564,0.000152017,0.00011926,9.08E-05,6.60E-05,4.46E-05,2.62E-05,1.04E-05,-3.15E-06,-1.46E-05,-2.43E-05,-3.24E-05,-3.91E-05,-4.46E-05,-4.90E-05,-5.25E-05,-5.52E-05,-5.71E-05,-5.85E-05,-5.93E-05,-5.97E-05,-5.97E-05,-5.94E-05,-5.87E-05,-5.79E-05,-5.68E-05,-5.56E-05,-5.43E-05,-5.29E-05,-5.14E-05,-4.98E-05,-4.82E-05,-4.65E-05,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,Canada,OilCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.071959567,0.049557584,0.037469249,0.026448012,0.016399638,0.007238386,-0.002737917,-0.011516817,-0.019520727,-0.026818101,-0.033471255,-0.032283697,-0.032613539,-0.032914238,-0.033188392,-0.033438318,-0.033249098,-0.033157757,-0.033074512,-0.03299864,-0.032929429,-0.033255459,-0.033478018,-0.033680916,-0.033865903,-0.034034546,-0.033175775,-0.032590063,-0.032056081,-0.031569201,-0.031125333,-0.030356005,-0.029725672,-0.029151001,-0.02862704,-0.028149328,-0.027057681,-0.026190197,-0.025399305,-0.024678211,-0.024020817,-0.023817473,-0.02355426,-0.023314278,-0.023095489,-0.022895971,-0.022362904,-0.021945285,-0.021564538,-0.021217418,-0.020900889,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,Canada,ProtectedUnmanagedPasture,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.168390933,0.1833744,0.190506067,0.1970078,0.2029357,0.208340367,0.161614567,0.147347567,0.134340067,0.122480967,0.1116687,0.101810867,0.092823133,0.084628867,0.077158033,0.070346833,0.0641366,0.0584749,0.053312967,0.048606433,0.0443157,0.040403733,0.0368368,0.033585053,0.030620223,0.027917157,0.025452717,0.023205783,0.021157253,0.019289527,0.01758669,0.016034187,0.014618743,0.013328223,0.012151663,0.011078943,0.010100897,0.009209237,0.008396263,0.007655047,0.00697928,0.00636317,0.005801437,0.005289313,0.0048224,0.004396663,0.004008547,0.003654684,0.003332058,0.00303791,0.002769734,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,USA,SugarCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.17148098,0.11646448,0.09844186,0.082752413,0.069093787,0.0572033,0.06724949,0.06789365,0.068454393,0.068942537,0.069367503,0.07318839,0.075144153,0.07684677,0.078329057,0.079619393,0.082503557,0.084315697,0.08589328,0.087266557,0.08846211,0.019982204,-0.012030913,-0.039899933,-0.064161387,-0.08528212,-0.098105113,-0.11147708,-0.12311794,-0.133251837,-0.142073983,-0.150538557,-0.15759557,-0.16373951,-0.169087783,-0.173743827,-0.176889607,-0.17998838,-0.182685763,-0.185034373,-0.18707854,-0.160660023,-0.14885805,-0.13858405,-0.129639693,-0.12185349,-0.11305943,-0.10620566,-0.100238783,-0.095044547,-0.09052263,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,Canada,Shrubland,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.229898167,0.158991433,0.117020567,0.078664667,0.0436128,0.011579297,0.01954227,0.023901093,0.027910007,0.03159684,0.034987223,0.033778873,0.034058933,0.034335363,0.034606623,0.034871577,0.035390117,0.035795063,0.036177973,0.03653958,0.0368808,0.037240133,0.037565733,0.037871167,0.038158267,0.0384274,0.037547767,0.037116567,0.036729,0.036381473,0.036069513,0.035333247,0.03481401,0.034344603,0.033920333,0.03353691,0.032652913,0.032024667,0.03145461,0.03093739,0.030468203,0.03063775,0.03060024,0.030567937,0.030540327,0.030516823,0.030237533,0.030069233,0.02991714,0.02977975,0.02965567,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,Canada,OtherGrain,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.347534309,0.332609838,0.326491106,0.320912263,0.315826295,0.311189135,0.273401867,0.243493257,0.216224786,0.191363622,0.168697126,0.148785152,0.130529002,0.113884358,0.098709094,0.084873459,0.072035989,0.060361818,0.04971795,0.040013979,0.031166569,0.0233002,0.016101393,0.009538072,0.003554113,-0.001901536,-0.005581234,-0.009111447,-0.01232997,-0.015264421,-0.017939809,-0.01934312,-0.020762763,-0.022057074,-0.023237147,-0.024312994,-0.024628237,-0.025005733,-0.025349933,-0.025663726,-0.025949799,-0.027895413,-0.029441026,-0.03085022,-0.032134993,-0.033306353,-0.034156366,-0.034960909,-0.035694438,-0.036363189,-0.036972941,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,Canada,Wheat,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.646200595,0.48086482,0.371113461,0.271050429,0.179820782,0.09664517,0.074179248,0.037699858,0.004440301,-0.02588306,-0.05352935,-0.071928148,-0.090743355,-0.107897918,-0.123537893,-0.1377973,-0.140979168,-0.146823989,-0.152152648,-0.157011004,-0.161440312,-0.171481645,-0.178837924,-0.185544534,-0.191659586,-0.197234434,-0.191025345,-0.188749716,-0.186674991,-0.184783432,-0.183058699,-0.175219078,-0.169950387,-0.165147058,-0.16076769,-0.156774876,-0.145326238,-0.137228332,-0.129845099,-0.12311407,-0.11697713,-0.136874111,-0.147372571,-0.156944643,-0.165671435,-0.173628087,-0.175725963,-0.179184687,-0.182337943,-0.18521284,-0.187833993,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,Canada,OtherArableLand,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.833052,0.836737,0.888396667,0.935495,0.978435333,1.017584333,0.957656333,0.935946,0.916149667,0.898102333,0.881646333,0.812845,0.768643333,0.728343,0.691603,0.658104333,0.629108333,0.60214,0.577555,0.555137,0.534699,0.516208,0.499301,0.483882667,0.469828333,0.457017,0.433312,0.415836667,0.399908667,0.385385,0.372141,0.356295867,0.343147933,0.3311605,0.320231633,0.310267467,0.2958758,0.284581733,0.274285,0.264896867,0.256337767,0.2535313,0.2492523,0.2453506,0.241793567,0.2385504,0.233832867,0.230138333,0.226769767,0.223698567,0.2208987,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,Canada,UnmanagedPasture,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,1.285559,1.399951667,1.454394333,1.504033667,1.549287667,1.590548667,1.651925,1.694850667,1.733988667,1.769669,1.802199667,1.623207667,1.574470333,1.530034,1.489524667,1.452586667,1.425941,1.397792,1.372125333,1.348728333,1.327392,1.306103333,1.287700333,1.270921667,1.255624333,1.24168,1.179167,1.149485333,1.122429,1.097759667,1.075264667,1.035701333,1.010082333,0.986725667,0.965433333,0.946018333,0.905872,0.881580333,0.859433667,0.839245,0.820834667,0.825271333,0.817677667,0.810751333,0.804437333,0.798680667,0.782796667,0.774147,0.766263667,0.759073333,0.752521,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,USA,OilCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,1.753894707,1.77114696,1.811014847,1.84572168,1.875940367,1.902239827,1.155702093,0.599013389,0.114391651,-0.307497021,-0.67477058,-0.637295501,-0.64792743,-0.657181012,-0.665235663,-0.67225257,-0.674613731,-0.677131888,-0.679324694,-0.681232842,-0.682893519,-0.656610728,-0.637098048,-0.6201125,-0.605327048,-0.592453858,-0.554562881,-0.524816087,-0.498919586,-0.476374664,-0.456748805,-0.425656297,-0.400280855,-0.378190322,-0.358959418,-0.342218122,-0.314608778,-0.292156781,-0.272611577,-0.255596579,-0.240784026,-0.273902644,-0.297175043,-0.317434729,-0.335071796,-0.350425599,-0.351567905,-0.354046011,-0.356203071,-0.358080947,-0.359715928,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,USA,FodderGrass,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,3.4132626,3.139339867,3.086376333,3.040268733,3.000129733,2.9651908,1.6702972,0.895119867,0.22029183,-0.36718132,-0.87860487,-1.299571093,-1.672797867,-1.997709267,-2.2805585,-2.526794967,-2.750112933,-2.9420292,-3.1091038,-3.254549467,-3.381164233,-3.4467862,-3.516328933,-3.576876233,-3.6295798,-3.675466667,-3.6911039,-3.7114869,-3.729228433,-3.744675733,-3.7581203,-3.693636467,-3.658717333,-3.6283159,-3.6018477,-3.578807467,-3.530051067,-3.495597967,-3.4656072,-3.439493567,-3.416765367,-3.4237544,-3.422380133,-3.421187733,-3.420147133,-3.419241467,-3.387209833,-3.368033167,-3.3513282,-3.336792433,-3.324136567,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,USA,Wheat,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,11.29217687,12.8333326,13.7983912,14.6385228,15.36989593,16.0065818,12.65893823,10.324303,8.2918396,6.5225171,4.982216433,3.638036233,2.4689687,1.4512377,0.5652515,-0.2060487,-0.6315771,-1.038346467,-1.392456267,-1.700732,-1.969099,-2.657720633,-3.186412607,-3.646668703,-4.04735463,-4.396152273,-4.333735817,-4.33422033,-4.33464757,-4.334997773,-4.335347353,-4.17404174,-4.05769892,-3.95641807,-3.86824768,-3.791493237,-3.520659267,-3.315366743,-3.136651613,-2.98106556,-2.845624797,-3.29527748,-3.600274318,-3.865793342,-4.096939843,-4.298158847,-4.288387987,-4.307571657,-4.324282637,-4.338826177,-4.351468587,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,USA,OtherGrain,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,16.08962667,12.44845067,9.740912867,7.3839282,5.332027067,3.545752467,3.167358333,2.670172267,2.2373461,1.860551,1.532532833,1.227206933,0.9641258,0.735095863,0.535715327,0.362143723,0.21458844,0.08569803,-0.02650714,-0.124187675,-0.209223667,-0.379698367,-0.514296933,-0.631470825,-0.733478614,-0.82227871,-0.843851983,-0.87049787,-0.893696907,-0.913891,-0.93147252,-0.90006983,-0.87932988,-0.86127646,-0.84556175,-0.83187808,-0.803292453,-0.780882923,-0.7613793,-0.744398857,-0.729612803,-0.794091797,-0.83903985,-0.878167253,-0.912231357,-0.941885193,-0.96685127,-0.988710617,-1.0077397,-1.02430779,-1.03872857,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,USA,FodderHerb,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,21.538462,17.690068,15.95250067,14.439854,13.12305133,11.97663867,8.156489,5.598519667,3.3716881,1.433110213,-0.254516533,-1.545006467,-2.717185387,-3.7376317,-4.625974467,-5.399335333,-6.199033133,-6.861119467,-7.4375147,-7.9392874,-8.376126733,-8.989423667,-9.459046667,-9.867850667,-10.22374467,-10.533556,-10.18312167,-10.04713233,-9.928746667,-9.825720667,-9.735968,-9.650072667,-9.577443333,-9.514226333,-9.459171333,-9.4112799,-9.109589867,-8.9176846,-8.750612567,-8.6051834,-8.478544433,-8.657680533,-8.734661467,-8.801636067,-8.8599698,-8.910750567,-8.8974259,-8.9014783,-8.904999033,-8.908059967,-8.910720867,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,USA,OtherArableLand,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,87.79943333,88.35823333,88.53973333,88.69776667,88.83526667,88.95516667,74.4513,65.61463333,57.92233333,51.22553333,45.39553333,40.0972,35.54254,31.57755333,28.12582667,25.12092,22.38547667,20.03514333,17.98907,16.20784,14.65720667,13.44794,12.35875667,11.41052,10.58508,9.86645,9.025976667,8.350026667,7.7616,7.249366667,6.80339,6.334973333,5.947993333,5.6111,5.317803333,5.062493333,4.696083333,4.414483333,4.169366667,3.955966667,3.770176667,3.832436667,3.828513333,3.825103333,3.822133333,3.819566667,3.743373333,3.696256667,3.655226667,3.619509667,3.588416333,69,moiraiSG17_moiraiVeg,2022_09_28,2022_09_30,GCAM 5.1.2
GCAM,REF,Canada,biomassGrass,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0,0,0,0,0,0,-0.028339225,-0.055706778,-0.081151809,-0.104364516,-0.125346411,-0.136418695,-0.145844117,-0.154091055,-0.161434961,-0.168046022,-0.176681763,-0.184671941,-0.191995656,-0.198675287,-0.204753382,-0.208880143,-0.212552824,-0.215862752,-0.218867876,-0.221606344,-0.212554682,-0.203717269,-0.195475533,-0.187960406,-0.181182885,-0.176350086,-0.172109642,-0.168348219,-0.164987325,-0.161967908,-0.159172966,-0.156645413,-0.154354806,-0.152276936,-0.150389797,-0.146557554,-0.14295346,-0.139633631,-0.136607601,-0.133864,-0.129247918,-0.124940679,-0.120991797,-0.117403104,-0.114156259,84,FAO_30cm_Q3,2023_03_20,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,biomassTree,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0,0,0,0,0,0,-0.003811166,-0.007491833,-0.010913945,-0.014035956,-0.016857751,-0.018455158,-0.019827433,-0.021033846,-0.02211027,-0.023079592,-0.024443434,-0.025708717,-0.02686906,-0.027926702,-0.028887952,-0.029555365,-0.030149384,-0.03068424,-0.031169212,-0.031610499,-0.030056112,-0.028537934,-0.027121578,-0.025829784,-0.024664532,-0.023745946,-0.022931783,-0.022205759,-0.021555439,-0.020970812,-0.020416517,-0.01991438,-0.019459376,-0.019046845,-0.018672535,-0.01811457,-0.017595193,-0.01711862,-0.016684669,-0.016290918,-0.015692679,-0.015136072,-0.014626048,-0.014162385,-0.013742408,84,FAO_30cm_Q3,2023_03_20,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,Corn,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.00064162,-0.000761435,-0.000794979,-0.000825563,-0.000853452,-0.000878879,-0.000721997,-0.000688047,-0.000657092,-0.00062887,-0.000603142,-0.000656025,-0.000657996,-0.000659794,-0.000661432,-0.000662926,-0.000643346,-0.000638177,-0.000633469,-0.000629174,-0.000625261,-0.000632925,-0.000633115,-0.000633287,-0.000633443,-0.000633588,-0.000614249,-0.000608408,-0.000603082,-0.000598229,-0.000593803,-0.000595535,-0.00059362,-0.000591874,-0.000590281,-0.000588832,-0.000576454,-0.000571867,-0.000567684,-0.000563869,-0.000560394,-0.000569885,-0.000570854,-0.00057174,-0.000572546,-0.000573282,-0.000585874,-0.000590132,-0.000594017,-0.000597557,-0.000600786,84,FAO_30cm_Q3,2023_03_20,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,FiberCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.003244836,0.002692139,0.002563798,0.002446786,0.002340105,0.002242837,0.001748317,0.001447174,0.001172616,0.000922297,0.000694076,0.000587167,0.000452376,0.000329482,0.000217436,0.000115282,3.35E-05,-4.53E-05,-0.000117114,-0.000182589,-0.000242284,-0.000309724,-0.000366412,-0.000418093,-0.000465216,-0.000508174,-0.000511724,-0.000528099,-0.000543028,-0.000556642,-0.00056905,-0.000573598,-0.000580241,-0.000586298,-0.000591819,-0.000596853,-0.000591131,-0.00058972,-0.000588434,-0.000587258,-0.000586188,-0.000615457,-0.000630986,-0.00064514,-0.000658047,-0.000669814,-0.000679703,-0.00068903,-0.000697535,-0.000705287,-0.000712354,84,FAO_30cm_Q3,2023_03_20,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,FodderGrass,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,FAO_30cm_Q3,2023_03_20,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,FodderHerb,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.001525312,0.003412301,0.004056788,0.004644377,0.005180094,0.005668526,0.002704878,0.001857949,0.001085783,0.000381787,-0.000260068,-0.001000096,-0.001590529,-0.002128844,-0.002619637,-0.003067106,-0.003583323,-0.003995034,-0.004370398,-0.004712621,-0.005024634,-0.006127558,-0.006687698,-0.007198408,-0.007664019,-0.008088553,-0.008301615,-0.008590516,-0.008853917,-0.009094082,-0.009313008,-0.009654436,-0.009888534,-0.010101968,-0.010296567,-0.010473993,-0.010298409,-0.0103219,-0.010343359,-0.010362883,-0.010380689,-0.009810784,-0.009610252,-0.009427438,-0.009260743,-0.009108767,-0.008864849,-0.008699784,-0.008549315,-0.008412123,-0.008287021,84,FAO_30cm_Q3,2023_03_20,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,Forest,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.002342666,0.001138548,2.16E-05,-0.001014185,-0.00197465,-0.0028651,-0.001606158,-0.001381809,-0.001171284,-0.000973892,-0.000788957,-0.000507896,-0.000343259,-0.000189376,-4.56E-05,8.86E-05,0.00012668,0.000235993,0.000338099,0.000433437,0.000522419,0.000598411,0.000673145,0.000742896,0.000807976,0.000868685,0.000876616,0.000925309,0.000970794,0.001013269,0.001052927,0.000988643,0.001017276,0.001044127,0.001069299,0.001092894,0.000981152,0.000995012,0.001008168,0.00102065,0.001032478,0.000964011,0.000970563,0.000976899,0.000983022,0.000988926,0.000829781,0.000827699,0.000826063,0.000824817,0.000823907,84,FAO_30cm_Q3,2023_03_20,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,Grassland,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-2.290695,-2.324098333,-2.319166667,-2.299520667,-2.276464667,-2.254963333,-1.977543333,-1.742946333,-1.524053667,-1.326383667,-1.150633,-1.029831,-0.904610667,-0.794313667,-0.696868333,-0.610467,-0.531483333,-0.462117333,-0.399956333,-0.344093567,-0.293768933,-0.248037533,-0.2068539,-0.169554367,-0.1357323,-0.1050324,-0.0861883,-0.0638066,-0.043455867,-0.024942207,-0.008092883,0.003607149,0.01638131,0.02801579,0.0386144,0.048270567,0.052794133,0.0594088,0.065437167,0.0709313,0.075939233,0.085227267,0.0909392,0.096145867,0.100892733,0.105220133,0.107109567,0.110031167,0.112694633,0.115123067,0.117337,84,FAO_30cm_Q3,2023_03_20,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,MiscCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.447925331,-0.446112913,-0.444187612,-0.442432247,-0.440832121,-0.439373242,-0.533127929,-0.606060649,-0.672553849,-0.733174881,-0.788448758,-0.720990706,-0.675030898,-0.633127066,-0.594924681,-0.560090939,-0.538121946,-0.516803481,-0.497365704,-0.479640956,-0.463484352,-0.449428404,-0.436532346,-0.424777943,-0.414059151,-0.40428684,-0.386884893,-0.372139974,-0.358696713,-0.346440189,-0.335265669,-0.321755685,-0.309876634,-0.299046248,-0.289171663,-0.28016911,-0.265484187,-0.252950356,-0.241522784,-0.231104431,-0.221605218,-0.208165214,-0.196540537,-0.185942182,-0.176279509,-0.167469721,-0.164242312,-0.160666437,-0.157405774,-0.154433461,-0.151723097,84,FAO_30cm_Q3,2023_03_20,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,OilCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.065010005,0.044028687,0.033235468,0.023395044,0.014423323,0.006243623,-0.002706754,-0.010549157,-0.017699216,-0.024218106,-0.030161489,-0.02892764,-0.029217447,-0.029481671,-0.029722598,-0.029942231,-0.029765865,-0.029685144,-0.029611567,-0.029544467,-0.029483317,-0.029782516,-0.029980891,-0.030161731,-0.030326629,-0.03047696,-0.029687458,-0.02916477,-0.028688237,-0.028253788,-0.027857686,-0.027162316,-0.026599481,-0.026086332,-0.025618519,-0.025191957,-0.024202146,-0.023427561,-0.022721352,-0.022077502,-0.021490473,-0.021318041,-0.021082957,-0.020868657,-0.020673255,-0.020495083,-0.020011074,-0.019638145,-0.019298144,-0.018988156,-0.018705546,84,FAO_30cm_Q3,2023_03_20,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,OtherArableLand,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.757221667,0.754834667,0.800957667,0.843007,0.881349333,0.916303667,0.858942333,0.839564,0.821898,0.805790333,0.791105333,0.727488667,0.688020667,0.652032333,0.619223,0.589310333,0.563486,0.539407,0.517451,0.497434667,0.479185667,0.462678333,0.447582667,0.433814333,0.421267,0.409823333,0.388171667,0.372573667,0.358348833,0.3453813,0.333558133,0.319256667,0.3075171,0.296813733,0.287055267,0.278158467,0.265093033,0.255008967,0.2458148,0.237432433,0.22979,0.227485867,0.223664467,0.2201804,0.217003967,0.214108033,0.209824633,0.206525733,0.203517967,0.200775667,0.198275367,84,FAO_30cm_Q3,2023_03_20,2023_03_23,GCAM 5.1.2
